"pa","fold","x","y","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
1,1,-54.153907,46.822622,5.89940977096558,14.99387550354,-2.55600380897522,1528.26110839844,198.549468994141,77.8259124755859,28.2155208587646,485.828338623047,292.8076171875,371.449554443359,387.717620849609,6.67085552215576,24.7502727508545,700.186157226562,20.0409889221191,-6.95320510864258,26.9941940307617,5.37385749816895,4.95340633392334
1,2,-59.363451,47.856888,4.85108184814453,15.0437793731689,-5.10111093521118,1353.00268554688,181.807418823242,62.1678657531738,32.7334671020508,467.744049072266,237.519912719727,311.012878417969,344.741821289062,6.47666597366333,21.6428413391113,810.175231933594,19.8218746185303,-10.1461448669434,29.968017578125,1.17691552639008,5.43277597427368
1,3,-52.756871,47.459197,5.70515108108521,15.3067836761475,-3.42630290985107,1515.08544921875,199.168533325195,71.7243881225586,31.3802509307861,501.366241455078,265.645965576172,320.747222900391,421.313079833984,7.84607219696045,26.4357757568359,756.998107910156,21.6012420654297,-8.11235618591309,29.7135982513428,1.10769271850586,10.3652362823486
1,4,-56.937428,50.923437,2.97191691398621,13.8504419326782,-8.25835132598877,1091.5400390625,142.840805053711,46.8407135009766,31.5737228393555,362.069702148438,191.009017944336,305.739624023438,254.786483764648,7.73805379867554,22.7792835235596,892.854064941406,19.7324657440186,-14.2921581268311,34.0246238708496,5.21505403518677,0.526684284210205
1,5,-66.876319,48.781599,0.628255426883698,14.2008371353149,-13.3565311431885,1319.78381347656,170.258880615234,63.679515838623,29.3769397735596,428.529907226562,240.409484863281,369.763275146484,294.007598876953,9.60623836517334,23.261287689209,1122.76892089844,21.0786514282227,-20.3073921203613,41.386043548584,2.21590113639832,-7.08197355270386
1,1,-52.775656,47.54364,5.60754776000977,15.2801561355591,-3.47235655784607,1515.34753417969,200.570922851562,70.999885559082,32.0210800170898,505.516906738281,261.537445068359,322.945861816406,420.818176269531,7.66344833374023,26.0025520324707,757.482666015625,21.3881130218506,-8.11549758911133,29.5036106109619,1.86327111721039,10.2055749893188
1,2,-65.769523,47.604478,4.61834859848022,17.1750087738037,-8.8324670791626,1115.97387695312,146.813735961914,50.4131317138672,31.3536319732666,357.950073242188,209.650024414062,293.579406738281,251.805541992188,10.5208473205566,25.7506999969482,1064.44885253906,24.6341609954834,-16.3098430633545,40.9440040588379,7.78686046600342,1.24163639545441
1,3,-65.669526,47.665994,4.89784526824951,17.4982242584229,-8.5286979675293,1101.64660644531,144.526931762695,49.898796081543,31.151460647583,352.878875732422,207.985397338867,287.751068115234,248.720031738281,10.2709455490112,25.2527561187744,1064.78845214844,24.9048900604248,-15.8530931472778,40.757984161377,6.59933233261108,2.2320282459259
1,4,-65.786549,47.606687,4.61834859848022,17.1750087738037,-8.8324670791626,1115.97387695312,146.813735961914,50.4131317138672,31.3536319732666,357.950073242188,209.650024414062,293.579406738281,251.805541992188,10.5208473205566,25.7506999969482,1064.44885253906,24.6341609954834,-16.3098430633545,40.9440040588379,7.78686046600342,1.24163639545441
1,5,-65.63615,47.626464,5.07358980178833,17.7854194641113,-8.39615726470947,1082.37097167969,141.997207641602,49.4179573059082,31.1399612426758,347.686126708984,204.433135986328,282.411163330078,242.292266845703,9.99145889282227,24.5637588500977,1071.04675292969,24.9985580444336,-15.7605848312378,40.7591438293457,5.98995590209961,2.392582654953
