"pa","fold","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
1,1,5.89940977096558,14.99387550354,-2.55600380897522,1528.26110839844,198.549468994141,77.8259124755859,28.2155208587646,485.828338623047,292.8076171875,371.449554443359,387.717620849609,6.67085552215576,24.7502727508545,700.186157226562,20.0409889221191,-6.95320510864258,26.9941940307617,5.37385749816895,4.95340633392334
1,2,4.85108184814453,15.0437793731689,-5.10111093521118,1353.00268554688,181.807418823242,62.1678657531738,32.7334671020508,467.744049072266,237.519912719727,311.012878417969,344.741821289062,6.47666597366333,21.6428413391113,810.175231933594,19.8218746185303,-10.1461448669434,29.968017578125,1.17691552639008,5.43277597427368
1,3,5.70515108108521,15.3067836761475,-3.42630290985107,1515.08544921875,199.168533325195,71.7243881225586,31.3802509307861,501.366241455078,265.645965576172,320.747222900391,421.313079833984,7.84607219696045,26.4357757568359,756.998107910156,21.6012420654297,-8.11235618591309,29.7135982513428,1.10769271850586,10.3652362823486
1,4,2.97191691398621,13.8504419326782,-8.25835132598877,1091.5400390625,142.840805053711,46.8407135009766,31.5737228393555,362.069702148438,191.009017944336,305.739624023438,254.786483764648,7.73805379867554,22.7792835235596,892.854064941406,19.7324657440186,-14.2921581268311,34.0246238708496,5.21505403518677,0.526684284210205
1,5,0.628255426883698,14.2008371353149,-13.3565311431885,1319.78381347656,170.258880615234,63.679515838623,29.3769397735596,428.529907226562,240.409484863281,369.763275146484,294.007598876953,9.60623836517334,23.261287689209,1122.76892089844,21.0786514282227,-20.3073921203613,41.386043548584,2.21590113639832,-7.08197355270386
1,1,5.60754776000977,15.2801561355591,-3.47235655784607,1515.34753417969,200.570922851562,70.999885559082,32.0210800170898,505.516906738281,261.537445068359,322.945861816406,420.818176269531,7.66344833374023,26.0025520324707,757.482666015625,21.3881130218506,-8.11549758911133,29.5036106109619,1.86327111721039,10.2055749893188
1,2,4.61834859848022,17.1750087738037,-8.8324670791626,1115.97387695312,146.813735961914,50.4131317138672,31.3536319732666,357.950073242188,209.650024414062,293.579406738281,251.805541992188,10.5208473205566,25.7506999969482,1064.44885253906,24.6341609954834,-16.3098430633545,40.9440040588379,7.78686046600342,1.24163639545441
1,3,4.89784526824951,17.4982242584229,-8.5286979675293,1101.64660644531,144.526931762695,49.898796081543,31.151460647583,352.878875732422,207.985397338867,287.751068115234,248.720031738281,10.2709455490112,25.2527561187744,1064.78845214844,24.9048900604248,-15.8530931472778,40.757984161377,6.59933233261108,2.2320282459259
1,4,4.61834859848022,17.1750087738037,-8.8324670791626,1115.97387695312,146.813735961914,50.4131317138672,31.3536319732666,357.950073242188,209.650024414062,293.579406738281,251.805541992188,10.5208473205566,25.7506999969482,1064.44885253906,24.6341609954834,-16.3098430633545,40.9440040588379,7.78686046600342,1.24163639545441
1,5,5.07358980178833,17.7854194641113,-8.39615726470947,1082.37097167969,141.997207641602,49.4179573059082,31.1399612426758,347.686126708984,204.433135986328,282.411163330078,242.292266845703,9.99145889282227,24.5637588500977,1071.04675292969,24.9985580444336,-15.7605848312378,40.7591438293457,5.98995590209961,2.392582654953
1,1,5.03753662109375,17.8000621795654,-8.52698993682861,1101.04602050781,144.402069091797,49.9753761291504,31.178653717041,353.303588867188,208.146270751953,282.548583984375,250.976058959961,10.2585153579712,25.0055713653564,1076.72607421875,25.1703338623047,-15.939172744751,41.109504699707,5.73104476928711,2.33468532562256
1,2,4.61834859848022,17.1750087738037,-8.8324670791626,1115.97387695312,146.813735961914,50.4131317138672,31.3536319732666,357.950073242188,209.650024414062,293.579406738281,251.805541992188,10.5208473205566,25.7506999969482,1064.44885253906,24.6341609954834,-16.3098430633545,40.9440040588379,7.78686046600342,1.24163639545441
1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0.342304915189743,13.5748319625854,-13.0388135910034,1240.83349609375,148.657043457031,66.952033996582,24.7760715484619,391.740478515625,236.584426879883,331.089508056641,301.495910644531,9.45934963226318,23.7071170806885,1084.5830078125,20.2659797668457,-19.7194290161133,39.985408782959,-1.90379762649536,-3.19114875793457
1,1,0.342304915189743,13.5748319625854,-13.0388135910034,1240.83349609375,148.657043457031,66.952033996582,24.7760715484619,391.740478515625,236.584426879883,331.089508056641,301.495910644531,9.45934963226318,23.7071170806885,1084.5830078125,20.2659797668457,-19.7194290161133,39.985408782959,-1.90379762649536,-3.19114875793457
1,2,0.0115410089492798,13.5163097381592,-13.5159931182861,1297.36083984375,157.107864379883,69.2182998657227,25.6355266571045,411.239929199219,245.723297119141,348.167388916016,314.521545410156,9.41320419311523,23.3163146972656,1099.79821777344,20.2841949462891,-20.1717948913574,40.4559898376465,-1.68057382106781,-3.57060098648071
1,3,0.0115410089492798,13.5163097381592,-13.5159931182861,1297.36083984375,157.107864379883,69.2182998657227,25.6355266571045,411.239929199219,245.723297119141,348.167388916016,314.521545410156,9.41320419311523,23.3163146972656,1099.79821777344,20.2841949462891,-20.1717948913574,40.4559898376465,-1.68057382106781,-3.57060098648071
1,4,0.0386495366692543,13.3471775054932,-13.3535928726196,1285.75512695312,154.489196777344,69.1466369628906,24.9621829986572,405.884857177734,245.031555175781,343.448883056641,312.579223632812,9.5069465637207,23.7564315795898,1087.26989746094,20.0559215545654,-20.0466785430908,40.1026000976562,-2.26883244514465,-3.46369576454163
1,5,3.37957215309143,15.7741622924805,-9.85434913635254,969.438842773438,118.731925964355,46.1255531311035,27.4321174621582,304.907318115234,173.813552856445,279.983734130859,205.123611450195,9.10941600799561,23.2784156799316,1049.37353515625,22.4213924407959,-16.7972564697266,39.2186470031738,7.24194145202637,-5.60636568069458
1,1,1.67907917499542,14.7792100906372,-11.7938261032104,1176.93811035156,142.848587036133,62.2140846252441,25.8850631713867,374.961700439453,221.184509277344,316.163543701172,281.070770263672,9.55402088165283,23.7947082519531,1083.94909667969,21.7611885070801,-18.4762134552002,40.2374038696289,1.07399070262909,-1.83282327651978
1,2,0.820945918560028,14.189112663269,-12.6976842880249,1233.19287109375,149.263793945312,65.7856140136719,25.5730533599854,391.245300292969,233.085006713867,330.941955566406,297.804534912109,9.40245532989502,23.3513889312744,1095.08581542969,21.0593490600586,-19.2913513183594,40.350700378418,-0.828444063663483,-3.15023326873779
1,3,4.87850856781006,17.287052154541,-8.41347122192383,1073.08056640625,140.516738891602,49.0335159301758,30.9960823059082,344.3662109375,201.20280456543,286.995178222656,238.892868041992,10.0927333831787,25.1252174377441,1052.1474609375,24.6111793518066,-15.6432542800903,40.2544326782227,7.34252214431763,-0.049059234559536
1,4,4.88570547103882,17.3434047698975,-8.42487525939941,1084.35363769531,142.273010253906,49.3963279724121,31.119499206543,348.309326171875,204.153610229492,285.584045410156,243.497894287109,10.1428136825562,25.1701831817627,1054.64196777344,24.7106609344482,-15.6716966629028,40.3823585510254,7.35594177246094,1.06302618980408
1,5,4.63146495819092,17.1733856201172,-8.7851095199585,1111.01098632812,146.359130859375,50.1245269775391,31.4302501678467,357.245452880859,207.786422729492,296.425018310547,246.598114013672,10.2894487380981,25.3669490814209,1062.61865234375,24.5884456634521,-16.0601215362549,40.648567199707,7.79252624511719,-0.327061146497726
1,1,4.63146495819092,17.1733856201172,-8.7851095199585,1111.01098632812,146.359130859375,50.1245269775391,31.4302501678467,357.245452880859,207.786422729492,296.425018310547,246.598114013672,10.2894487380981,25.3669490814209,1062.61865234375,24.5884456634521,-16.0601215362549,40.648567199707,7.79252624511719,-0.327061146497726
